BV12f4y1j7P5 嗨~B站小伙伴，东部战区正式入驻！
BV1aM4y1g7Ju 南通城管执法过程中暴摔摆摊老人，民警回应：老人已送医
BV1834y1S7xt 凌晨女子家中遭陌生男破门而入，当地警方通报案情
BV1Mq4y1k7iU 商量一下，不行咱就打119吧？
BV1V3411q7SE 大学室友给西藏同学下“任务”，结果开学为宿舍同学带回满箱子西藏特产
BV1Zr4y127Rb 四川一男生化“虚弱妆”去食堂，饭菜确实打得多了，警察也找他了
BV1LL411x7vp 从搞笑开始，到泪目为止
BV1Mb4y127Wh 好险！！20岁小伙通宵玩游戏，“死亡”十分钟后又复活！
BV1nr4y117Uw 老师下课收到学生们送的盲盒，拆到最后被甜到
BV1Xq4y1G7Yj 13岁女孩患白血病亟待治疗八旬爷爷编竹编换钱盼孙女康复
BV13Q4y1D785 格局打开！李幼斌谈“不男不女”审美、“饭圈”等追星乱象
BV133411q7rm 女网红在雪山直播遭猥亵，小男孩脱裤子问：阿姨这是什么
BV17u411f7nK 男子躲衣柜修水龙头事件当事丈夫现身：网传道歉信系对方伪造，妻子是被对方胁迫的
BV1Vq4y1S7f8 开学课堂上老师播放超燃"自我介绍"短片,台下学生鼓掌赞叹声一片
BV1jT4y1d7iY 腌酸菜的生物学老师用科学说服不了东北的母亲
BV1J3411C7c5 92岁抗美援朝老兵，拨通了报警电话……
BV1Fr4y117Ja 2021年10月21日，分享一首歌。
BV1v3411876f 男子穿女装躲女厕偷拍，热心小伙仗义出手
BV1gL4y1a7Fs 《色孽》上——6.11传播淫秽物品牟利案抓捕纪实！
BV1E44y147jh 阿特为你解密恐怖的笑气！
BV1Pf4y1M7t5 女子参加科三模拟考系安全带时发生爆笑一幕网友：安全员真的尽力了
BV1Cf4y1E74t 电视剧都不敢这么演！小伙17岁当爹，养儿多年发现非亲生......
BV1t44y1b7Hm 南开大学回应设夫妻寝室：属实！必须双方都是本校在读
BV18f4y1g7Qn 11岁男孩玩“吃鸡”充值22万全是父亲拿命换的！
BV1gv411M79V 国家“灵魂砍价”又来了！120万元一针抗癌神药有望进入国家医保目录谈判
BV1kv41137bx 《色孽》中——6.11传播淫秽物品牟利案抓捕纪实！
BV1fP4y1L7Lj 啥？某千万粉丝达人被阿特抓了？？
BV1wr4y1C79L 欧洲强奸之都瑞典：男子强迫27名儿童直播性行为
BV16h411n7mm 两男子吵架当街引爆手榴弹致3死
BV1vF411a7Fi 新疆球员西热力江发视频晒CBA球队健身房，呼吁球员节约用水：我的家乡干旱，浪费水让我太伤心了
BV1iM4y137Kw 中国首次实现二氧化碳到淀粉的从头合成：未来或将节约九成耕地和淡水资源
BV1wQ4y1C7T5 陕西一高中早读场面被指“群魔乱舞”，校方：该方式可提升学生专注度
BV1mQ4y1v7XN 妹妹接哥哥放学声音萌化，一嗓子把全班女生喊懵了：她好可爱啊
BV1R44y187G9 不拍照、不谈恋爱、不下馆子、不闲游.....你能坚持多久？
BV11Q4y1B7QB “大哥”被警方查扣，竟呼叫团伙包围西安环城路
BV1Pf4y1g79A 山东一男生扣碎篮板，校长“安慰”：不用赔钱，但要全校通报
BV1eq4y137xw 我让你混不下去，外卖员放狠话后连杀俩人，“差评”再成害人利器
BV1pM4y1w73B 个人码不能经营收款？路边摊咋办？
BV1mS4y197ny 女儿考67分妈妈怒了上前质问看到父女欢乐时光反应让网友点赞
BV1s44y187pp 河南一女子生完孩子大步走出产房老公看懵：跟电视里演的不一样
BV1MQ4y1y7M1 吉林一男子网称“在磐石遇到刘、张、王三个姓氏的人，看到就打”！
BV1YQ4y167n5 嫌疑人：人是我撞的！有本事来抓我！民警：好勒！
BV1cv41137Q2 谁能拒绝一个萌娃的请求呢？
BV14A411F7z4 腾讯回应60岁老人凌晨王者五杀：确系“本人”，17次人脸识别均通过
BV1CL4y1v7ba 超市卖的这种牛肉是假的吧？
BV11Y411x7Am 森林消防员雪地负重拉练啃冻牛奶充饥
BV1yL4y1i77y 老人哭着问交警：生活什么时候才会好起来
BV1m34y1o77h “超局部化”降雨就“局部”到一辆车上
BV1sf4y1J7gS 不方便说话时怎么报警？
BV15q4y1S7yF 黑龙江一男子救助猫头鹰，连着4天喂药喂肉，结果它赖着不走了
BV1MR4y1b71F 女孩第一次去男孩家玩看见床上的女子后被吓懵一句话引人怒赞
BV1G34y1o7Nf 男子吸毒致幻在大巴车上持锤行凶，司机联合乘务员与歹徒展开生死搏斗！乘客纷纷跳窗逃生
BV1Uq4y1R7Aj 菜场阿姨把菜切好卖给年轻人：荤素搭配七天不重样
BV1q44y187Za 网曝济南一整形机构女老板殴打威胁顾客：我会让你活着离开济南吗？警方已介入调查
BV1fq4y197UJ 小伙将剧毒章鱼当宠物养，“越狱”后急得满屋找：给我来口就没了
BV1GM4y157yz 高甜时刻！退伍兵哥哥郑州东站求婚，结束8年爱情长跑
BV1Ef4y1M7dV 从皮到核都是红的“中国芯”苹果，馋了吗？
BV1uP4y1a76j 网红“心形火焰”遭紧急制止，消防员：曾有人被严重烧伤
BV1a3411k7pk “不用看了，时间不够了”北京一医生花式宽慰病人，网友：整懵了
BV1H3411C7G6 10月12日，山东潍坊。潍坊一女子在自拍视频时，哥哥突然手欠关掉了美颜，妹妹瞬间“原形毕露”，从“西施”变成了“李逵”。你们被美颜相机骗过吗？
BV1cU4y1c7AH 男生吐槽室友晚上讲《水浒传》哄女友睡觉：她睡了，把我讲精神了
BV1XU4y1F7Nz 男子体内取出胆结石竟自带底座
BV1WU4y1M7xh 高校男生为玩电脑凌晨一点不让室友关灯:关灯伤眼睛
BV1dr4y1C7nZ 老师晒结婚证女孩爱不释手端详，一句话令老师破防，回答堪称经典
BV1eU4y1M7iY 金西梅，遇见这种水果千万别买！
BV13f4y1P7bH 胡歌寄语学弟学妹：任何时候不要把自己当回事
BV1Rf4y1J7CU 抗癌博主阿健离世，曾痛哭说想为家人努力挣钱：哪怕多攒一块也行
BV12L4y1h7Zm 中演协将与B站微博等平台对严重违规账号实施联合惩戒
BV17u411Z7nH 女子发布网络视频控诉链家让其国庆加班且无合法权益
BV1BU4y1A7QG 笑死个人！熊猫人偶被狗狗拽着狂跑，工作人员：差点没追上这只狗
BV1ch41187bV 9岁女孩10块钱买食材做4道菜，父亲：喜欢看炒菜，学了近一年
BV1Lv411A7E8 网友爆料矿业大学发的“硬核”月饼：用锤子都砸不开！
BV1Sq4y1r7bC 让他当班干部，让他当！
BV1Uq4y1o7zn 假期准备结婚的朋友注意啦，这几个网站结婚前你一定要查询！
BV1ef4y1K7Zk 刷酸真的有用吗？不同人的体验结果为何会截然不同？
BV1Bf4y1T7kg 把手拿开那里看一次笑一次哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈（网友热评）
BV1ef4y1u7jT “答应爸爸，长出你自己的风格，好吗？”
BV1sv41137CZ 小女孩认定长方形只有一个直角，妈妈教得直崩溃，最后数学老师一句话搞定
BV1zh411n7YL 北师大回应女生不允许男生坐电梯：已关注到领导连夜开会解决
BV1qM4y1A7z5 两条大狗扑向老人（10）时隔一个月，王新刚最新回应！
BV1mq4y1T7rD 龙职院查寝学姐直播回应称:拍摄者太有心眼，家门不幸
BV1Rb4y1y7fT 霍格沃兹我来了！新生王冰冰前来“报到”
BV1kv411g7ZG 医生看病人片子时突然叹气病人紧张：有问题吗？医生：不是…
BV1cF411a7rN 男生打呼噜声音太形象，于是室友们集体模仿拉锯划船的动作
BV1VQ4y1X7rM “小宝探花”制作淫秽视频被捕，长期改装手机偷拍性爱过程
BV1w44y1v7MB “yuwei”没找到，直播玛莎拉蒂女的节目消失了，万千网友不服要复播
BV1D3411y7jc 面对台湾黑帮，大陆扫黑组都馋哭了！
BV15f4y1E74s 网曝南通一城管拎起老人摔地上，街道办：已停职，警方介入调查
BV1Qq4y1T7kt 98年小伙误入传销当街抱交警求助：被工友骗入控制10余天
BV1NS4y1R7nt 这位公开说“不赴饭局”的公安局长走了，牺牲在工作一线
BV1tT4y1Z7gK 安庆市公安民警周磊同志因公殉职
BV1ub4y1b7TM 两条大狗扑向老人（续）杨小莉回应：直播中忍不住落泪！
BV1rL411G7dt 当东南亚女性嫁到韩国：结婚生子、然后被家暴致死
BV1uP4y1b7PG 民警校园反诈宣传时，竟意外接到骗子电话，网友：生动的现场教学
BV1wL4y1B71A 网曝山西某中学女生放学路上被社会青年暴打，目前当地教育部门和警方已介入调查
BV1Qq4y1Z7tz 谁能告诉我那个教官经历了什么
BV1Lb4y187Ad 卖葡萄老人连收3张百元假钞，苦笑着将假币揣进口袋，后续来了
BV1zf4y1A7Fa 武汉一小区有人高空扔瓶子，砸晕正在消杀的防疫人员，社区回应了
BV1jq4y1R7Qc 笑不活了！男子网购9块9扫地机器人，试机后竟完美避开垃圾
BV1xP4y1a7aC 广安某中学校领导陪学生大雨中军训汇演视频引发热议
BV1cP4y1L7gk 11月15日，湖南衡东。网友曝光某工地偷工减料，拖欠工资少放钢筋，还叫嚣“这个事儿甲方都知道” 。
BV1K3411b7X9 2岁女童罹患血癌，父亲扮“孙悟空”摆摊筹钱救女
BV1kh411W7Sp 改装奥迪专挑深夜炸街，交警布控拦截！
BV1Vq4y1V7BK 朗朗一边激情弹奏一边哄着：“哎你别走，求你了，我给你买糖吃”（网友热评）
BV14f4y1n7uD 男生考试中听到918鸣笛起立默哀，老师：他主动起身很让人触动
BV1bQ4y1a7Vh 是谁用“伞兵”骂人？新华社痛批：这是精锐中的精锐，不容污名化
BV1Sb4y1q7iF 央视这个村，村民破10万了！
BV19P4y1G7Ee 妈妈特意接孩子放学花其零花钱，孩子出校门见到妈妈的表情亮了
BV1wq4y1N7AR 【国庆出行排雷】总统套房脏得包浆！300元-3000元的沙漠最火酒店测评，结果出乎想象......
BV1Uu411o7Qg 学校运动会开幕式上，同学穿玩偶服和校领导挨个握手。网友：人生巅峰！
BV1MS4y1R7n7 湖南一中学男生突然冲上讲台打老师， 官方：已批评教育
BV1A34y1D7D4 “说出来你可能不信，我的舞蹈是语文老师教的！”
BV1C44y1h7D2 哈尔滨一学生厕所产子，老师开门吓坏了，急呼：快拿剪刀来！
BV14q4y1u7oa 父女俩比赛切糖果，回头一看爸爸竟然花式放水
BV14P4y1h7xx 男生军训晒出“阴阳脸“，吐槽教官：换个方向站军姿行吗
BV1VU4y1g7L5 这就是被宠上天的感觉吗
BV1fu411Z72D 两条大狗扑向老人（7），狗的主人王新刚终于回应！
BV1cb4y187Kr 广州男子穿短袖短裤飞乌鲁木齐，刚下飞机傻眼了：已连夜飞回去
BV1iL411u7XX 校方回应网传“用电竞队旗换国旗”：值班人员及时发现并制止，不存在降国旗情况
BV1YP4y1L7tz 孕妈在家穿老公衣服，画面毫无违和感！网友：就差一串钥匙了
BV1PR4y1n7Nf “爆炸桃”，新品种还是智商税？
BV1Cb4y1h7j8 福州市公安局局长殉职，生前曾说：在应酬上看到我，来打我两巴掌
BV1PU4y1N7HW 因疫情期间游客减少动物园棕熊出现了迷惑行为
BV1bh411b7i7 【国家电网】糟糕，是心动的感觉
BV1Rf4y1H7CS 湖南这名小学生太高冷：稚嫩的脸淡定的表情，出口句句话都是暴击
BV1Jh411n7iB 在家制毒，警察是怎么发现的？告诉你那些禁毒新科技
BV1zQ4y1m7JS 弥勒市第四中学体育节开幕式，体育生们展现野性力量秀翻全场
BV1ZQ4y1m7rf “阴间时尚”是创作自由还是种族歧视？我们的红线画在哪？
BV1i34y1D71u 因飞机延误，小伙另类询问延误餐问题，工作人员的回复亮了……
BV1c34y1m77d 云南22岁缉毒警牺牲，家里只剩老母亲自己，同事看到一幕瞬间哭了
BV1Lh411s7Tg 学生工厂实习手被卷机器致残，学校让自行协商解决
BV1d34y1D7o1 地震前四川男子带女儿逃生，下一秒淡定拿烟不跑了，孩子反应太可爱
BV1Gh411b7Sn 加油站给120升油箱加了161升油，司机拍下视频被加油站老板扣留
BV1rf4y1c7Ao “秦始皇”穿越街头推广反诈APP，没有下载的直接被拖走
BV15g411T7rp 11月15日，湖南衡东。网友曝光工地偷工减料后续：已经和同伴离开工地
BV1bU4y1P7wK 男子救助生病猫头鹰每天喂水喂肉，几天后放生竟然不走了
BV1df4y1w7r8 游客穿明朝服饰，在苏州日式风情街拍视频遭劝离，官方：正在调查
BV1xL4y1z7QA 男子车尾张贴辱华词汇上路，盘锦警方：不抓你对不起全国人民
BV1cv411A7LE 学生带牛奶入校被拒后连喝11瓶奶，涉事校长被约谈责令整改
BV1Rb4y187m3 高校男生饭后抠下碗内深色包浆：抑制住没有吐出来
BV1NL411t7ME 江苏一“39岁童颜”司机被拦，面对警察一脸镇定：常敷面膜显年轻
BV1TP4y157iE edg夺冠，千万别打游戏的拿了个世界冠军，看游戏的多了个人生污点
BV1S3411k7cm 结账时男子说我结婚了，下一秒服务员恍然大悟！网友：家庭地位这块拿捏了
BV1WL4y1B7Qw 西安一化学老师课堂上给学生普及：千万别送化学系女生铂金……
BV11A411F7YK 为寻求刺激，19岁女生遭遇了一件疯狂事
BV1gQ4y167HX 暖心！外卖小哥送蛋糕不慎损坏，求助附近蛋糕店后老板免费修复
BV1sQ4y1S7jf “你搁这儿搁这儿呢？”背后到底是啥意思？
BV1KL4y187o7 突破“次元壁”！B站知名UP主近期频频“进军营”，竟是因为这个！
BV1CL411G73y 湖北“送花哥”去世，曾当街赠送鲜花悼念袁老：给钱我不开心的
BV1zQ4y1m7Vz 男孩因EDG夺冠兴奋过度，诱发睾丸扭转，医生：差点坏死导致不育
BV1sL411x7NN 20岁幼师饭局后遭多人纠缠命丧湖中，仅一人获刑，家属与民警争执8人被抓
BV1tU4y1u7p5 我不信！除非你说中国人不骗中国人
BV1Bq4y1K7mm 接烈士回家！第八批在韩志愿军烈士遗骸装殓，祖国人民从未忘记！
BV1tM4y1G7bt 大连日本风情街已停业休整
BV1sb4y1U73c 最高礼遇！机场以“过水门”迎接志愿军烈士回家
BV1oR4y1E7rR “励志”女老板称一天能赚1.5亿，被小伙举报偷税漏税
BV1944y1e7Cg 反诈宣传片真的越来越离谱了……
BV1uU4y1M74W 情侣看房被套路遇交警查车打字求助，交警一番淡定操作让人叫绝
BV1G34y1D7w3 瘾君子逃跑遇上国家二级运动员民警，被追哭了！
BV1Wg411V7iz 当反诈警官老陈“连麦”央视主播......
BV1cq4y157yx 来不及解释了！明天青岛见！
BV1CQ4y167SQ 男子堵车遇新人结婚吹唢呐送祝福，网友：凭实力要喜糖
BV1sQ4y1v7dF 隆平高科的杂交稻种子，被偷了！
BV1oU4y1u73z 网友偶遇“兰州棋王”：冷风中只穿一身破烂衣服，看见象棋就来劲
BV1Qg411F7gN 投诉民警被上门拷走女子发声：法院判对方违法，一年多无人道歉
BV1sR4y1n74P 【1818黄金眼】电脑老出状况，刀塔玩家怒砸一万八的电脑
BV1qQ4y1q7G7 初步估算金储量31.55吨！河南发现特大型金矿
BV18U4y1u73n 派出所民警看到掏枪的反应
BV1D44y1b7Yi “无中生有”？我国实现国际上首次从二氧化碳到淀粉的全合成
BV14r4y1C7co 洗干净你的手！女子坠井却让消防员“洗白白”再救
BV1Yf4y177zQ 杭州业主野蛮装修敲掉承重墙，36户居民被迫搬家，整栋楼成了危房
BV1GL4y1q7sF 小说写得太烂？读者盗号替作者改文添2万字剧情，作者：如芒在背
BV1sb4y1h7Ke 思想走错道，必遭仙人跳。
BV1Kf4y1u7BC 近十万只蜜蜂一夜之间死亡！蜂农怀疑遭人投毒？警方已介入调查
BV1Rv411w7eK 狗狗电梯内尿一地，女主人气到脚踹教训，随后举动却让网友怒赞
BV1ZL4y1i7XJ 辽宁大连一供暖管爆裂，热水喷涌超20米高，现场居民大喊“快跑”
BV1PY411s7uQ 碰上行家了！被告的肉夹馍商户之前在知识产权公司干过，直言“这个起诉太可笑！”
BV1Kb4y1h7RJ 百岁网红奶奶参加千岁宴，虚报年龄被当场拆穿，年龄最长者121岁
BV1Hf4y1M7Hh 外交部声明：我国决定和立陶宛外交关系降为代办级
BV1Vq4y1f7MH 哈利波特手游被投诉：虚假宣传、氪金礼盒套路重重，游戏方回应
BV1KA411F7Yb 男子失恋寝室大哭，室友对其灵魂发问
BV1ML411g7QZ 刺死霸凌者少年获刑8年，不甘堕落在狱中自学吉他，考文凭，还成为犯区组长！#和陌生人说话#
BV1tf4y1n722 四川2名中学生因不能带奶进校，蹲门口拆箱喝奶，当地已介入
BV1wf4y137o3 陌生男子躲衣柜自称是修水龙头，丈夫情绪激动拿刀质问妻子
BV1KQ4y1U7z4 小学男生花式劝女老师脱单，连续输出老师猝不及防……
BV1bU4y1F71C 空姐深夜冻得发抖引热议，8个男领导被罚穿夏装体验北京0度寒风
BV1F44y1b7rY 江西79岁老师被判强奸猥亵申诉44年有“受害者”证其清白最高检正审查申诉材料
BV1rF411e7Lf 民警假装骗子给大学生打电话，结果学生的回答亮了！网友：很机智
BV1cM4y1G7AE 四川11岁男孩吐槽作业多，离家3天音讯全无，警方锁定最后信号
BV1BP4y1t7Kk 男子因便秘难忍，竟将30厘米长木棍插入体内
BV1uR4y1J7SH 反家暴民警：男性遭家暴增多，多为精神或经济控制
BV1gA411w7m8 租号卖号盛行人脸验证形同虚设网游灰色产业链已形成
BV1J3411y7MJ 果子烂了可以重新种，人心坏了怎么办？
BV1XF411h7mV “8元烩面害了多少人”？郑州“烩面哥”定价太低，遭扇耳光辱骂
BV1FL4y1B7Aw 山东临沂一水果市场工作人员当街怒砸赌具：我们正式向赌博发起挑战
BV1e44y1t7Q8 河南焦作十七中姚老师最新消息：职称评定一票否决
BV1gg411c7nf 【卢克文工作室】江苏十三太保（一）：坐拥平原和长江，江苏为什么这么富？
BV1DL4y1q7JS 男子质疑牙刷刷毛不够一万根，竟特意剪下来数了数……
BV12Q4y1i7oh 物理老师晚自习没来，被班上男生从办公室抬到教室~网友：这老师太成功了！
BV1KL411u7TJ 七旬老人自制坐垫送公交，愿这片“粉红色”温暖坐车人
BV1Hq4y1T7Ry 致敬最可爱的人！得知航班上有“重要客人” 机组临时改了广播词
BV19A411F7YJ 太冲动！男高中生疑因早恋分手在校跳楼，家长目睹全程当场崩溃！
BV14v411T7cf 列车推销员卖货突然忘词，看稿后：反正也卖不出去
BV1Nq4y1N7XZ 男生要微信发现对方是年轻女老师大难临头各自飞
BV1Xg411N7tr 西南大学老师上课分享恋爱观：你喜欢一只蝴蝶，不要去追他，你应该去种花种草，等到春暖花开的时候蝴蝶自然会飞回来。
BV13r4y1C79F 女生把哥哥介绍给老师当男友，旁边的男生疯狂起哄：存款9位数！
BV14P4y1Y75E 吓人！阿姨吃3年酵素肠子表面宛若蛇皮
BV16L411g7xX 白发老人为给老伴治病卖菜赚钱：每天走25公里，回家已是凌晨3点
BV1A64y1h7Xg 超凶小奶猫打出喵喵拳威吓消防员几番较量后画风突变
BV1Ff4y1n7y8 男子吃凉皮上瘾怀疑店家添加罂粟报警一查还真有！
BV1Af4y1w7hT 退役小伙入学参加军训，才艺展示仅凭一个动作就引爆全场！（中国青年报）
BV1ab4y1h7kL 道歉和“打钱”之间，小红书只差一个滤镜
BV1144y1t7e6 6岁男孩患白血病瘦到25斤父亲送外卖救子遇客户退单街头大哭
BV1xv411u76X 男子主动要隔壁桌顾客的剩菜涮火锅吃，网友：干了我不敢干的事
BV11f4y1M7YR 萌化了！小熊猫跑进游客房间，又吃又喝还在床上打滚
BV1qv411u7kQ 老师让体育生充当"工具" 当脱掉上衣露出八块腹肌后教室沸腾了
BV1P34y1Q7xq 15岁少年因多处大面积纹身被禁止入校，学校：不祛除不能进学校
BV1xh411875G 看似不起眼的门锁，随时会成为最后的生命锁。
BV1Kf4y1M7mx 飒！东风快递兵姐姐变装秀
BV1fT4y1o75z 男子机场19元点香菇鸡肉饭，上菜后怒拍视频曝光：2块鸡肉2块蘑菇
BV1bb4y117hk 女游客欲近距离接触幼狮被阻拦当场撒泼：我就要拍，你别碰我！
BV1Ur4y1r7x7 通报来了！四川盐亭县“120升油箱加161升油”处理结果公布
BV1A3411y7cJ 餐馆老板长期为流浪汉提供员工餐，偶然一次白饭和泡菜竟被嫌弃拒绝
BV1Lg411T7vS 像在喝奶茶！全球首款吸入式新冠疫苗亮相！干了这冬天的第一杯疫苗！
BV15q4y157wy 大连女孩遭电信诈骗浑然不知，警察全力拦下：请你一定要相信叔叔！
BV1yb4y117LW 泪目！血癌女童与矿工父亲视频瞬间隔屏落泪
BV1oP4y1h7Hv 广西柳州工地发现烈士墓，推算牺牲时间令人心疼，遗骸已装进金坛
BV18Q4y1m76k 搓衣板预警！男子雪中写字向妻子表白结果“业务”太不熟练…网友：没准说了心里话~
BV1364y1Y7K8 禁止公开考试成绩排名！一批教育新规正式实施
BV1XQ4y1v7ff 女子酒驾被查语出惊人“蜀黍我问你个常识……”
BV1uL411t76a 萌娃出生1年半做了59次核酸，经历4次封城
BV193411r7hJ 南航实验室爆炸后的夜晚：导员来查寝，学生们一个笑容令人心疼
BV1iP4y1t7JQ 教师岗竞争激烈，一中学教师面试一半是博士
BV1N64y1h7mz 男子开车看“色情片”，被执勤交警拦下：开车没激情要看这个？
BV1wR4y1n7d1 男子引诱小猫示好，下一秒拎起狠摔猛踩
BV1Rg411A79o 为了乘客出行安全宣传，贵州交通运输执法人员有多拼
BV1dP4y1874z 整整四口袋！女生宿舍打扫卫生竟从床头柱里发现大量原学长遗留的烟头
BV1fP4y1G7mc 气愤！几十家小店卖肉夹馍被告侵权！想带“潼关”俩字，要交99800元！
BV1Rf4y1A78Z 儿子自杀后，这个父亲在约死群“潜伏”：每个寻死的孩子，都不想死
BV1CT4y1R7aw 学生被性侵老师报警却被开除强制报告制度该如何推广？
BV1Jr4y1k7pc 郑州小姐姐吊鸡腿让哈士奇拉车：消耗它体力防止拆家！
BV16M4y1G73K 劳荣枝自称“这辈子没杀过一只鸡鸭” 公诉人当庭亮铁证
BV1g3411k7Gm 请注意！这不是演习！民警勇擒持刀拒捕的涉毒人员！向奋战在一线的缉毒警察致敬！
BV1rf4y1F7s9 致敬！为消防车奔走喊话的外卖大哥是退伍消防兵：看到他们想起曾今的我们
BV1Pv411M7DQ 11月8日，内蒙古通辽。男子步行四小时去姐姐家蹭饭，被暴风雪摧残成“乞丐”
BV1oq4y197Wu 男子家中收藏220余支玩具仿真枪械被抓其中33支被认定为枪支
BV11L411t7ZZ 小姑娘一做数学眼睛就过敏，眼睛肿到睁不开！
BV1cr4y127d3 女子公寓内卖淫被抓时来不及穿衣服，神色慌张称在“聊天”
BV1564y1h7p7 黑龙江高校再曝黑料，干部查寝喝令学生“下床立正喊学长好”
BV1Ng411N7r1 这是一场实力悬殊的比赛
BV17Q4y1z7RQ 小伙吃面接连出”意外“，老板连煮三碗面！
BV1A44y1v7vH 香蕉里有大蠕虫？真有人信啊？
BV1gF411Y7BF 谈恋爱搞对象，怎么查TA有没有结过婚？
BV16f4y1M7eP 留学生上网课看到熟悉面孔发现老师是吴彦祖网友:别人家的老师!
BV1aL4y1q7D8 太悲惨！网曝幼童河水洗澡吃泔水睡垃圾堆。乡政府：经常帮助，但无法过多干预
BV1Af4y1P7tc 辽宁省原公安局长太黑了！
BV1XL411W7Gf 爸妈装空调给孩子分了三分之一孩子：惊呆了但还是很知足
BV18r4y1Q7Nd 每天一包烟，抽了40年，医生从男子血管中取出40厘米血栓
BV15g411c79u 大学生请求开学，原因竟是家里苞谷穗掰不完，真是个勤劳的孩子啊！
BV17v411w7kZ 宿舍有人干这事，请警惕！
BV1SQ4y1D7yv 国士无双！祝钟南山院士85岁生日快乐
BV1ZS4y1R7QJ 云南一中学体育节上演硬核战舞表演老师：根据彝族民间传统改编
BV1GL411x7PR 成都“最牛00后”迎121岁生日
BV1bL4y1q7z2 情侣家中吸毒警察上门盘查，母亲含泪指出儿子躲藏位置
BV1tf4y1M7CH 这是一通来自民警的“道歉电话”
BV1N3411C71n 湖北高校女生吐槽在学校上厕所难，10个坑位保洁阿姨占用6个
BV1o44y1479M 网曝珠海某酒店拒绝盲人和导盲犬入住并拒绝退款
BV1s341127Yy 年轻人穿汉服去苏州日本街遭阻拦，管理人员：会造成聚集影响居民
BV1CL4y187gR 俯瞰五花肉，近看臭水沟？中卫、腾格里网红景区排雷！
BV1Nh411475e 家中网速升千兆，一看网盘几KB？工信部出手了！网盘下载不再久等
BV1L64y1a7Be 男子酒后飙车不顾女伴哀求最终连撞3车，致一死
BV1GP4y1b77G 张桂梅老师被写进《中华人民共和国简史》
BV1AU4y1c7CS 10月20日，山东莱阳。男子自带活虾去饭店加工，怀疑被饭店调了包，男子：老板不给看监控且拒绝道歉。
BV1xU4y1w7pH 10月4日，山东济南。男子用书包装100捆一元的纸币给兄弟随礼：准备了五个月，记账大爷手都抖了！
BV1Rb4y187VS 致敬身在一线的指战员，你们辛苦了！
BV1KL411u783 护士小姐姐连逞强失败也那么可爱
BV1Bf4y1T7if 我国科学家破译出部分衰老密码
BV16h411n7WE 北方大哥来南方看到“当心落叶”标识直呼精致，抬头看后：打扰了
BV16q4y197rM 未成年男孩买烟遭遇灵魂考官：你成年了吗？不卖！
BV1tP4y1b7bi 男子给值班妻子送饭全程无交流！网友热评：你是送外卖的…
BV1LY411s7FS 毒株极大量突变或将绕开人体免疫系统
BV1XU4y1w7ht 大一男生迎新晚会偷拍女生裙底被抓，同学：刚入学就被开除
BV1Qr4y1r7kJ 8天215人感染！大连疫情有多严重？为何每轮疫情都有大连？
BV1Ur4y1275q 超市用糖果代替找零，大妈攒够糖果付款，网友：做了我不敢做的事
BV14v411T7PK 当记者王冰冰遇见优秀记者：我要采十个！
BV1MF411Y7no 1秒沸腾3秒喝上凉白开是什么“黑科技”？
BV1KS4y1X7RL 网曝海南一副校长拿水管抽打学生，警方回应：正在紧急处理
BV1Gr4y127SC 妈妈新买的自行车锁被熊孩子锁在脖子上还改了密码
BV1BS4y1d7KX 妈妈教儿子读英语发音震惊网友，随后回应亮了：我就是点读笔
BV1uP4y1h7sA 河南一女子用擦丝器擦红萝卜，结果忘记撕擦丝器的保护膜
BV1Zf4y1g7Te 司马南：高振坤是“省部级贪官”？敦促同仁堂收回对司马南的举报
BV1R44y1x773 张桂梅老师被写进《中华人民共和国简史》
BV1T64y1h7yr 1818黄金眼【男子派出所“变脸” 梳理前因后果】
BV15P4y157CL 【中国天团】为什么说，中国军人的野战伙食保障工作难度比其他国家要高？
BV1FP4y157ar 破防了！山东淄博一小女孩街头卖地瓜救白血病妹妹，各方施以援手
BV1fR4y1J7C5 小伙给隔离墩美化，引来城管驻足观看
BV1QR4y1x73Z 酸了的豆腐，腥了的烩菜，咋出现在了孩子们的营养午餐里？
BV19q4y137RL “介我懂”！天津大爷徒手灭烟“吓坏”直播科普消防知识的消防员
BV1SA411F7jA 这些年，公安为了反诈可太拼了！
BV1kh411b7aP 班主任和体育老师因上课起争执，这次体育老师非常硬气
BV1cb4y187U7 当淘小子第一次被选为班干部......
BV1fh411n7mc “我掉水里了你吃什么？”“我吃席。”……
BV1A3411C7Zg 女子和妈妈视频通话男友冲进来一顿猛亲发现异常后小表情亮了
BV1Xf4y1c7Wt 男子陪老婆便利店选购,偷偷"暗语"买烟老板秒懂,临走不忘眼神交流
BV1Vr4y1C76N 济南市民晒政府发放的战备应急包，引发外地网友羡慕
BV1sQ4y1C7Gy 男子和吴亦凡名字同音申请改名成功：再不叫吴一凡了，新的人生开始了
BV1664y1h7S5 河南一校长兼任老师后勤，头发灰白被叫“爷爷”，其实是“80后”小伙
BV15Q4y1r7Xm 加油！安徽20岁脑瘫双胞胎兄弟双双考上大学：想学成后报答母亲
BV1k3411b7np 吉林长春一民警怒斥报警热企：警察给你烧锅炉？现场民众叫好
BV1GL411t7FC 父亲因车祸全身瘫痪10岁的儿子担起照顾爸爸的责任
