BV13b4y117xh 姐姐的手艺，不卖烧烤太可惜！
BV1zq4y1N7uA 这是什么狗？也太帅了吧
BV1Kh41187p9 二哈：该我上场表演了！
BV1oR4y177az 搜救犬二驴后续，会受到惩罚吗
BV1Mg411K7Ec 因为不抱他上床，气到翻脸的狗勾
BV1L3411177N 我的幽默感和刘海一起离家出走了
BV1r3411i7jA 你要多久才会相信我呢？
BV1Jq4y157Lq 今天不把恩佐护食毛病改了，从此不在养狗了，看来不用这招不行了
BV1Lq4y1K7rq 到底是蜜蜂惹的祸，还是骨沙留的种？这窝狗狗长得太欢乐了，哈哈哈
BV1nU4y1T7VY “每日一遍，欢乐无限”
BV1zv41137cW 每只小狗都是自己独特的被叫醒方式，这是贝拉的
BV1gq4y1Z7kD 今天又一次社死现场……
BV19T4y1d7HM “未经狗苦，莫劝狗善！”
BV12q4y1G7eX 宝宝和宝宝说好了，我们一起长大。
BV1g3411y7Fu 教给狗子一些技能，让它可以独立挣钱自力更生
BV1GU4y1c7Uz 每次碰到小朋友，首先会问家长小朋友怕不怕狗，如果不怕，家长也同意的话，我会让他试着和贝拉玩一会儿
BV1if4y1F7Ce 狗子：别特么看了，救我！！
BV1wg411w7uc 真酸成狗了！狗狗毫无防备吃下主人投喂的柠檬，最后小表情亮了！
BV1RS4y197MD 说好的母女，却长成了双胞胎…看到最后一定要放大音量
BV1C64y1h7hV 爷爷家有可爱动物也就算了，竟然还有这多古董宝贝
BV19M4y137pa 边牧的学习能力有多强大
BV1pF411a7z3 一瞬间心里骂了无数脏话
BV1Qr4y127Pf 今日份的治愈代餐，拯救不开心～
BV12h411n7h7 挑战全网最聪明狗狗！博美小可爱的34项个人技能展示
BV1Lf4y1T74N 露娜和王可爱面基啦！(今天刚参加完比赛，先剪个短的给大家看看：)
BV1P44y187eN 这叫什么，这叫反复横跳～
BV1nq4y1N7zv 大爷开始研究量子力学了…
BV1r44y1b71L 小狗子第一次出门玩耍，告别铁笼，迎来自由
BV1oq4y1g7Ta 在冬天和奶奶一起晒太阳
BV12b4y1b7zy 当边牧遇见捉迷藏高手...
BV1fP4y1G778 除了可乐，贝拉真的很少会跟狗狗一起玩，包括她的亲妈和今天偶遇的继父奥利奥
BV1uQ4y1y7HA 隔壁旺财成功把你们带进了铁窗
BV1nf4y1g7Tb 当你不停按摩狗狗的头，柴犬会有什么反应
BV1Ay4y1V7yP 上山捡野果还有一群二货跟着，这感觉贼爽
BV1Jb4y127WN 假装说他太胖了不能再吃零食而生气的狗狗
BV1BU4y1c7fm 放假在家给家里的狗子和楼梯都洗了洗，你们数数有几只狗参加了洗滑梯？
BV16b4y1y71t 又一只被蛇咬了的狗勾...
BV1ET4y1d7EJ 原谅我教育了别人家的狗，越来越过分了
BV1Ay4y1V7Au 黑熊精就你了，走，我们回家
BV1pq4y1u7hz 小狗狗也知道：办法总比困难多！#边牧陈贝拉
BV16v411g75F 我现在醒了动都不敢动，一动弹这三土匪立马上床蹦迪…
BV1kh411t7rn 妈妈的好大儿（最大赢家）
BV1o341127sF 当棒球比赛场上响起了狮子王的主题曲，众人：是时候举起我们的狗子了
BV1Aq4y1k7gW 流浪狗不小心走进了熔化的橡胶中
BV1GL4y1z7qX 主人怀孕了，当狗子想摸她的肚子时……太乖太温柔啦！
BV1W3411k7A4 长在身上的小被子，太可爱了～～～
BV1Lv411G72z 当你和狗子越来越默契…
BV15L411s7wz 看狗狗在家是如何等待主人回家的，这样的贝拉怎么能让人不爱？
BV1rP4y1L7Em 养哈士奇吗？懂事不拆家
BV11v411g7V1 把别人家菜地当厕所用，让你们体验下住猪圈的感觉
BV1EQ4y1r7jf 狗:你们根本不懂什么叫做酷狗！！
BV1nQ4y1X7Bt “请不要拿屁股对着我”
BV1cf4y17721 跑完步记得要拉伸一下，狗狗也一样
BV1UP4y1a7gD 老公路上捡回来了一只小猫，这可愁坏狗主人，赶紧带去先检查身体
BV1UM4y1g7bW 当我带我家狗参加同学聚会，大家都带孩子，只有我带了只狗
BV17b4y1Y7Xd 柯基：妈妈来接我，旁边一群姨母般的微笑！！
BV1E44y147LH 网友说她家狗子精力过于旺盛，看完视频我信了...
BV1Mu411o76H 弹琴复长啸: 一只声情并茂的狗子！看的主人懵掰了~
BV1Bb4y1a7M7 这个小胖狗直接让我家兔子飞起来了
BV1A34y1Q7Ee 生性胆怯的小土松被一家人用爱温暖最终活成了帅气的小王子
BV1uL4y167Lb 不是永别，是再见！小狗去1400公里的新家了
BV1eq4y157kw 凭实力当大哥，这狗子彻底被兔子征服了
BV1Av411u7xA 网友发明了正确溜二哈的方式，看起来特别的实用，好搞笑！
BV1Kf4y137eK “小奶狗们正在治愈我们的坏情绪”
BV1sL4y1z7E6 其实我什么都看在眼里破防了
BV1cu411o7RE 禁止麻麻开小灶后，成功的从42斤减回到了40斤。
BV1qv411G78R 我只能帮你到这，祝你狗命能长久一点
BV17U4y1u7p6 狗狗不愿打针疯狂挣扎，下秒扛起主人夺门而逃，一旁大婶直接笑趴
BV1sq4y1u7Tq 这也能看清路#边牧陈贝拉
BV1kf4y1w7qP 大家看到了，我可没碰它啊！
BV1Hq4y1G7KM 北京犬究竟是不是京巴？为什么有些人会抵制北京犬？
BV1A34y1Z7Bh 平时甩的那个小球绳子断了，今天听她玩的声音不对劲，原来是用了足球代替，赶紧让她换个玩法，真怕她脸被甩肿了
BV1Qf4y1g738 哈士奇搞完偷袭，妄想撒娇蒙混过关
BV1UF411b7MS 当我家狗第一次见到自己的孩子
BV1iL4y1p77h 原来狗子犯错了，一眼就能看出来......
BV1fL411g7P8 两只狗用按铃交流，看完我拿着拖鞋，走向自家二哈
BV1jq4y1V7g8 我都说了不要惹女生，这回完了吧…
BV13U4y1F7H4 当小边牧掌握了一句人类语言后
BV1jb4y1t7Ae 爬不上来所以只好发出嘤嘤嘤的叫声了
BV1Vf4y1K75P 在马路中央缠着我要买玩具的倔强小狗勾
BV1vL4y1z7c6 我们小土狗就是最可爱的！！！
BV1Jg411c7SA 捆绑式的遛狗，你们想跑都跑不了
BV1RU4y1w7Nu 赶集选狗，把两只小狗作对比性格好的一目了然，挑最好的带回家
BV1QL411g72o 一招从小用到大的谄媚之王！
BV1nT4y197gZ 羊：发现狼人，今天晚上先把他刀了
BV1d34y1U7Tc 狗:奶奶，我真的吃不下啦!
BV1bv411g7yp 別看了，狗爷我己经满级了！！
BV11f4y1H7XU 成精了！狗子偷吃蝉嘴里发出噪音，被质问时一脸心虚闪躲又无辜
BV1Jv41137yH 没有钱的保险柜里，都装着什么呢？
BV1Yq4y1g7wV 狗狗当穴位教具紧张得不知所措
BV1kY411x7ir 这年头笼子也关不住狗…
BV1Y44y1874m 一只不听话的狗狗，拱了12次豪猪！
BV1Qv411T79k 为什么呢？这是为什么呢？？？
BV1JP4y157GY 庆祝EDG夺冠！！！！！！
BV1MQ4y1B7Ng 干坏事可别把我们拉下水，打小就是一只欠教育的狗
BV16P4y1a7He 跟了我一路的柯基，我把你当兄弟，你把我当什么了？！
BV1yh41187fZ 这二哈…害我笑了一天一夜！
BV1eh411J77U 叫你欺负我家饭桶，挨踢了吧
BV1s3411C7JD 就算知道真相也很快乐！因为我很爱它们
BV1Fq4y1k7Bu 笑不活了家人们，搜救犬二驴宣布正式出道
BV1B3411k7BE 粘鼠板你也敢玩？下场有点惨
BV1Z3411b7eV 这么可爱的狗...东西
BV1JQ4y1z7wm 狗妈得了“产后抑郁症”，咬自己尾巴还踩伤了小狗，居然跟主人有关
BV13P4y1j795 咱就是说…各位听过交响乐吗
BV1YU4y1M728 震惊！学长在操场晒太阳被新生残忍赶出！
BV1jL411t7Y5 74斤二哈在家偷吃，吃到铁板了，铲屎官崩溃该不该暴揍煤气罐选手
BV1X34y1Q7fq 终于知道养狗的人为什么那么着急回家了！
BV1tQ4y1y7es 这帮神兽准备集体躺平吗？
BV1Tq4y1K7Wo 柯基：你自愿捡我回来的，现在后悔了？
BV1Xq4y1o7KU 狗子变脸能有多快，判若两狗
BV1MM4y1P7uo 不好玩，贝拉看我的眼神就在看一个傻子
BV1fL411W7Nn 今天给你看看什么叫真正的狼吞虎咽
BV1gS4y1X7g7 他是怎么把自己整进去的
BV1pL4y1q7bx 宁夏消防搜救犬二驴，比赛完整视频
BV1wv411M7fd 搜救犬大赛，福建消防的红豆，本届最萌选手
BV1qF411b7qk 小狗生病了，医生说是心脏病
BV1W34y1o7Vn 狗狗总是挑食不吃饭，主人想出奇招忽悠它，狗：真的好吃多了
BV1pQ4y1r7FT 终究是后悔！那场雨过后co姐就……
BV1zb4y1t7rn "sis chill, I&#39;m gay"
BV1df4y1J7G8 可鲁可鸭今天又有快递了
BV19b4y117hh 【老疯杨】四年以来，让我们最紧张的一次...
BV11P4y1a7s1 打完针第六天，博士终于可以出门玩了
BV1kS4y1R7zG 小狗不是你能随便调戏的！博美一直被按鼻子结果生气了
BV1zr4y127YC 宝宝迎来他人生中的第一个朋友。哈哈刚见面就要亲亲。
BV1pq4y1d7Xq 当把哈斯奇的假包子换成真包子
BV1vr4y117m8 当我家狗子闻到邻居家煮夜宵……
BV1d34y1m7jo 建议改成：《万圣节特辑》
BV1bL4y167gH 主人很难过地哭泣时狗狗的反应(泪目)
BV1xf4y1T7XG 降温了，好几天没看见小橘猫了#边牧陈贝拉
BV11q4y1u7fR 千万别带金毛去参加100只柯基聚会！？
BV11b4y1q7N8 一个想看漫画，一个想抓蜜蜂，最后都妥协了
BV1244y1a7Px 一刻也不想和主人分开的小狗#边牧陈贝拉
BV1iQ4y1v7sU 上海一狗子对主人吃的榴莲感兴趣，凑上去一闻，直接站起捂鼻子！
BV1Jh411s7rB 金毛，你这个表情是啥意思？
BV1tb4y1a71x 杰克- 一只热爱探险但是经常翻车的西高地白㹴
BV1fq4y1V7ZY 狗这玩意儿，好像还是看别人养的好
BV1Eh411s7Ba 博美狗狗芝士球初体验，奶狗吃奶油奶量爆炸！
BV1634y1U7eZ 妈妈的好大儿（美女卧并）
BV1mQ4y1S7WR 狗子听铲屎官念自己的过敏食物，逐渐从平静到疯狂：这不可能！
BV1DL411G7jW 玩雪的狗勾也太可爱了吧萌死我了
BV1zf4y1n7rG 这个品种的小熊最会撒娇了，根本无法抵抗
BV1Ch411J7tn 好了，别嘤了，我知道你饿了。。。
BV1w34y1S7Vd 边牧被拴雪地3年，它那么聪明，这3年它在想什么
BV1eQ4y1k7Yc 这狗子...让我笑了三天三夜！
BV1wQ4y167AB 伯恩山犬：110斤，又称加大号金毛，安全感十足
BV1cL4y1z7B1 哈士奇是这样拆家的吗？
BV1Tf4y1w7v7 金毛在厨房偷吃，结果被主人发现了，金毛的反应太可爱了
BV1ZU4y1F7rL 狗狗在狗窝里藏了个宝贝，是一只路边捡回来的小猫，跨越物种的爱
BV1Df4y1j7FS 狗子：不要误会，地上其实是水
BV1dL411472u 可鲁可鸭一定是最聪明的哈士奇了
BV1kA411F7YC 不用训狗，也能让狗狗听话的方法，来了
BV1GQ4y1r79n 喝饱了奶的小汪居然要拍奶嗝，可是才拍了两三下怎么就睡着了呢
BV1iq4y1d7qM 是谁家的小狗中了刮刮乐呀？是我家的小狗嘿嘿嘿
BV1yq4y1u7yy 你好，请问你叫什么名字
BV1C64y1Y7gJ 或许这就是缘分，关键时刻你们几个总是喜欢捣乱
BV1tv411G7sx 给佩奇过生日啦，佩奇给大家展示独有吹蜡烛的绝活……
BV1sS4y1X7cB 就一宿没见，狗子激动的都快开口骂人了
BV1cT4y1Z77Q 为了大黄不在走丢，我妈给大黄来了一场COS…
BV16r4y127A2 我的狗大黄它丢了，今天是我当铲屎官以来最尴尬的一天……
BV1QQ4y1D7Pe 摸过的最贵的一只狗子，希望大家以我为戒
BV1sq4y157Wa 饭桶的晚饭指望你们是没戏了
BV1eb4y127y5 这只狗……害我笑了一天一夜！！
BV1kY411x78H 有没有什么笨办法，能让新手在购买猫狗时，避免被坑
BV1sU4y1u7Z2 好久没给贝拉做小鱼干吃了
BV1SR4y1n7Zi 人的记忆力并不是很强大，时间久了，很多记忆都只剩下模糊的印象，很幸运我们能用视频记录下当下的生活，不管好的、坏的…
BV1bb4y127p4 五岁柴犬性格敏感多次咬伤人，四年多未出过门，主人为了能更好的跟它相处，送来训练希望能挽救它
BV1z44y187wM 妈妈的好大儿（门外小孩）
BV1ZP4y1b79s 二哈：让我用这4分12秒带给你一天的好心情^～^
BV16Q4y1X7bT 请大家一起见证肥妹的蜕变！
BV1f3411279v 陈贝拉是个漂亮的小姑娘，所以一定要养成爱收拾的好习惯，不能像她爸
BV1pv411371b 去山上给鹦鹉搞根站杆，狗都跟来了，这个不错
BV1RQ4y1q7Fh 哈尼也来翻拍下《尖叫皇后》～
BV1qR4y1E7cZ 边牧有“父亲包袱”吗？
BV1Bq4y1f7LX 明眼人一看就知道色泽金黄的更高端吧？
BV12b4y1h73C 带狗住酒店的第二天：感觉是没发生什么，但又感觉好像经历了什么…
BV1mL41147tQ 这只狗……让我笑了一天一夜
BV1ZU4y1c7T3 与二哈对视五秒，测试主人的地位！
BV1NT4y1o7Xh 完美避开了每一口奶油，这两只狗狗也太给汪星人丢脸了
BV13341127Fo 我要是有颈椎病了，就怪爸爸给我买的这个头盔
BV1sr4y1y7Cu 拔出来的瞬间鼻子也通畅了！
BV1q3411873Q b站官方送的袋子都被我用上了
BV17P4y157zs “美国恶霸犬” 100%实心肌肉猛男恶霸犬洗澡全程视频：其实我是耐看型~
BV13u411f7yN 益阳一狗狗丢失三个月找回，狗狗见到主人第一面眼神委屈到哭
BV1Zg411P7HA 可以说是小气鬼本鬼了！
BV1hh411H7LR 可爱与凶悍并存，犬界金刚芭比大白熊犬了解一下
BV1aR4y1H7xv 狗子：你知道我昨晚怎么熬过去的吗
BV1kU4y1M7s6 狗狗呲水枪挑战来了！原来没有狗狗能拒绝这个！
BV17F411a7K2 我把它当宠物，它却只想做我大哥
BV18q4y1Z7dx 对不起咯，老爸生活也困难呀！
BV1kh41187hb 慎入！这一伸头，差点把我魂吓没了...
BV1RQ4y1U7Lb 不是感情不到位，只是姿势有点累
BV1gv411M7m2 弱弱的问一下，墙纸是不是只能换不能补？
BV1iA411c7rG 柯基无聊时自娱自乐，发现被偷拍后...这狗怎么像个人
BV1uL411G7wo 狗狗的“女友”生了娃，他却不是狗爸，心酸了！
BV1nq4y1z7B5 如何获得一只可爱的萨摩耶…嘿嘿…好可爱
BV1Yf4y1M7BB 2.4亿豪宅挂牌出售，房主是只狗
BV1tT4y1Z74d 不会吧不会吧？现在还有人一个人睡觉？
BV1Y34y1m7VC 不亲主人的小狗，长大后还有救吗？
BV1Pg411K79t 毛孩子能有什么坏心思，就是想待在你身边！晚安
BV1rU4y1A7iM 秋天该很好，要是农活少。
BV1FF411a7yh 这是我有史以来见过最狗的一个合集笑死了！！哈哈哈哈哈哈！！
BV19P4y1h7ya 妈妈的好大儿（两狗对话）
BV1GQ4y1X7ni 给大家看看什么叫三招制敌
BV1fq4y137Ec 凌晨2:00.......成年人的崩溃，从养狗开始....
BV1fq4y137sH 在某个愉快的周末，我们都很心平气和
BV1HL411G75n 老年犬年纪越大好像越小孩子脾气…不过也很可爱～
BV11q4y1o7wj 好心给饭桶借了一个同伴它一点兴趣都没有
BV1pP4y137GD 让我来证明大数据记住了你！
BV1Xq4y1P7jy 企图测试二哈的弹跳力，笑死...根本就没有
BV1Ub4y1q78a 一个狗一个猫长得像也就算了，怎么做到连动作都能同步的！？
BV1Hf4y1A7GT 小金毛：“刚睡醒，为什么我的脑袋嗡嗡的？”
BV1i44y187Yz 救命啊烤面包也太会撒娇了
BV1Gb4y1b7iM 宝贝别这样，妈妈心要碎了!
BV1mf4y1u7BK 美女新疆自驾游途中遇到一只哈士奇，不但热情卖萌讨食，还拽着车门不肯离开
BV1nL4y1672m 妈妈的好大儿（一味付出）
BV1bT4y1f7Um 狗子热衷于和豪猪打架，就算每次被扎也不罢休，网友：是条狠狗！
BV1kb4y187Jq 立冬了，玩雪倒计时#边牧陈贝拉
BV19F411a714 宠物界香奈儿变装天花板，网友：为啥突然间有点羡慕呢！
BV18b4y1y7SV 流浪狗在公园遇到路人作揖讨食，被小姐姐投喂拥抱后哭了网友: 万物皆有灵
BV1uQ4y1Q7ef 大狗被小狗吓到，委屈得向主人要抱抱！网友：你长这么大是白长了
BV1XT4y1971W 不知道那只是苍蝇还是蜜蜂
BV1Gf4y1n7RT 都知道边牧聪明，但是聪明到什么程度你知道？带你了解真正的边牧
BV1fu411f7aU 边牧“打地鼠”大赛~不难看出，智商这玩意儿，还是挺重要的...
BV1C44y1b7Ur 流浪奶狗被领养，开心到wink～ 流浪动物救助中华田园犬土狗
BV1f34y1o7Dg 这又是一只傲娇小狗狗，火腿肠都撬不开它的嘴，个性十足值得称赞
BV1Sg411N7uK 喂一只戏精狗吃药有多难
BV1AL411g7cK 给它们加棉被了，大家都放心吧！
BV11r4y117oz 该如何告诉一只边牧有些事情是它不需要知道的
BV1TP4y1Y7od 当我让狗子自己配餐他居然…
BV1rL4y1h7kt 妈妈的好大儿（来比赛吧）
BV1v3411y7J7 犬界BUG般的存在，开了挂的马犬已经威胁到德牧工作犬霸主的地位
BV1QP4y1b7AE 丑到极致便是美，你知道长相酷似孙红雷的牛头梗战斗力有多强吗
BV1B34y1m7sL 妈妈的好大儿（冻返祖了）
BV1iQ4y1Q7HF 妈妈的好大儿（吃独食了）
BV1oL411u7hz 一个毕业女大学生收养退役防暴犬的故事，投稿来源卡斯罗犬阿勇
BV1Vu411Z74M 阿拉斯加太可爱了，被一群小姐姐又搂又抱，主人羡慕不已
BV1c34y1S7cj 今天开车带你们去看看狗狗庄园的跑步仓吧，你们说这个车和狗狗庄园的改造还缺啥？
BV1pb4y1a7oS 我看到一只剃毛的萨摩，于是～
BV1434y1d7eE 你们猜，这个大哥回了几次头
BV1SL4y1h7m1 明明连坐都不会，却当一天警犬这是什么神操作？
BV1eh411n7X8 这个中秋节隔壁的旺财赚大了，吃的月饼最多
BV1Cb4y1y7sk 【德牧】这次不会有人说是闻味道了吧
BV1vb4y1t7jo 3只柴犬沉浸式吃狗糖，吃得太投入了！
BV1vP4y1a7cp 猫：该配合狗演出的我演视而不见？
BV1JU4y1N7Zz 本来还打算让贝拉多玩一会的，可惜中秋放假邻居回家都挺早的
BV1nv411G7B9 【猫来了】暖心！热心网友为边防军犬送去防蚊服，战士兴奋比心！
BV1Hg411F73y 怎么会有这么圆的狗叽哇【阿拉斯猪含量100％】
BV1gr4y1Q7Qi 狗子在店里洗澡和家里洗澡竟是两幅面孔
BV1ib4y117R1 半年前在这捡了你，今天回来告个别，糟糕的过往都留在这，从今往后就都是新的啦！
BV1qL4y167AW 边牧有多舍不得主人出门呢～
BV1Kf4y1g7jn 金毛：摆最狠的表情，做最温柔的“舔狗”...
BV17T4y1Z7K5 今天的可鲁可鸭非常丝滑
BV1gL4y187g5 柴犬开开刚到新环境不适应，对人很有敌意，让它进出笼子就想咬人。
BV1SL4y187v3 狗届高质量花瓶：除了好看就只会吃了…
BV1TP4y1h71x Cheems最近的生活状况视频
BV1B34y1o7fN 感受和狗狗一起睡的快乐吧
BV1P44y147oG 狗子最近这个掉毛量，属实让我欣慰了
BV1r3411177h 会画画的狗狗，把她眼中的世界带给主人！
BV1CF411Y7rY 狗狗每天都盯着11楼，却没有人能靠近它，这狗究竟是在看什么呢？
BV1u44y1b7hF 男子每日路过都被黄狗欺负，气不过召唤自家恶犬，气势瞬间碾压
BV1cF411e7tv 自从有了这身行头法斗就谁也不怕了……
BV19h411b7hf 【soga小赌场-今天的顺序一目了然】不过你猜这是啥，很好吃哦～
BV1W3411y7VC 很有原则的狗狗保镖：小主人，你大喊大叫是没用的，我是不会让你乱跑的！
BV1NP4y1L7Zk 有你陪着晒晒太阳，空军也无所谓#边牧陈贝拉
BV17f4y1A7fv 边牧是边牧，真的好聪明
BV1z44y1x7DZ 国内被驯服最乖的4只哈士奇，尤其最后一只，给我整破防了
BV1EM4y1g78r 奶奶看上的狗大哥想加钱让奶奶转让奶奶霸气回应千金难买我喜欢我不缺你这几十块！
BV1Br4y1k7EB 制作了最近流行的透明墙，超级生气的小狗hhh
BV17L4y1W7HJ 有人喜欢这个小可爱吗？
BV1C3411t7QD 狗狗没有肛门，已经3个月没拉屎了，在医院却发现了更惊人的事
BV1Db4y1y7d2 一家三口都避而不谈的秘密
BV12F411e7kq 打地鼠新玩法，就是有点费主人…手机镜头也湿答答的…嗯…
BV1Fb4y1m73y 主人和后座的德牧聊天，狗子又歪头又舔嘴，在努力想解读主人的话。急死狗啦！
BV1AQ4y1z7fW 谁家大黄狗不吃烤狗粮啊……
BV1Vf4y1u7ia 大黄被洞里的鼠味吸引，用锋利爪子狂挖，这只老鼠也太大了吧
BV1TA411F7Xs 老爷子潇洒，既舍得花五块钱给小狗做指甲，也舍得花1000买彩票
BV1Xq4y1377h 狗狗跟猫咪真的是完全不一样的生物呀！
BV1v34y1Z7kV 今天给大家看可鲁可鸭拆快递
BV17L4y1h7cM 狗狗洗澡怎么会有这么喜欢洗澡的小狗勾啊
BV1jP4y1V7Gk 那一天，我们成为异姓兄弟
BV1oL411T7hW 退休警犬沧海把最弱小的宝宝反复扔出窝，是不打算要孩子了吗？（衣柜生崽第6天）
BV1Zg411P7Yj 之前它说它知道自己是狗，我觉得是骗我的…
BV18M4y137EZ 岁月静好的样子，这是昨天中秋吃月饼的代价
BV1ch411s7vT 疯狂亲小狗后她的反应…
BV1Bf4y1n7Xn 没有比这更能证明是亲生的吧？
BV18S4y1R7UG 人与狗的悲喜总是不相通的
BV18L4y1z7qK 妹子养了哈士奇后一直单身，可没想到问题出在狗子身上，笑喷
BV1MS4y1d75S 兔子成了最大的赢家，小胖的真相是这样的
BV15u411o74v 狗子照片被我当成工作文件发给了同事
BV1v34y1U7LS 人们总愿相信美好，却不愿面对真相，因为真相总是丑陋的！
BV1wf4y1E7c4 妈妈的好大儿（马上出书）
BV1Vv411g76o 小羊和小当当是怎么争风吃醋的！
BV1ib4y1y7zh 巴西网友拍到一只小狗向进出超市的每个人挥手打招呼
BV1cg411w7uR 小熊：这就是掏心掏肺的朋友嘛？
BV1AR4y1n7MK 当边牧有个不太聪明的儿子
BV163411y78G 小团子一口闷～(〃°ω°〃)♡
BV1MQ4y1Q79B 虽然不清楚，但还是想把这一幕发上来给大家看看（结尾有彩蛋！）
BV1a64y187ie 妈妈的好大儿（废话狗说）
BV15R4y1n7xX 【十六岁金毛】终有一别，不负遇见
BV15g411c7k8 汪汪队也过中秋节啦！祝大家中秋快乐！
BV1SQ4y1z75r 不管白天晚上，每天最喜欢守在门口看猫了
BV1z64y1h7mE 妈妈的好大儿（往哪跑啊）
BV11v41137j8 萨摩耶一点都不掉毛哟，养起来很省心！
BV1tv411M7Ue 洗个澡宛如杀猪现场，已被多家宠物店拉黑。
BV1cT4y1d7dJ 当狗勾被我抓到在干坏事时
BV1HL41147gs 妈妈的好大儿（我真没并）
BV1Wq4y1973y 睡觉把自己的jio压麻了…
BV1o44y147U4 在狗狗面前假装剪花弄伤手
BV1GU4y1c7bw 你确定这就是爱吗你真的爱过吗
BV1zf4y1u7tM 啊啊啊啊我喊EDG你喊！！！
BV1Xh411b7kx 流浪狗狗被收养过程：从满眼防备到信任开心，好像真的有家了！
BV1Vb4y1Y7wH “ 不要阻拦照进黑暗世界的光！”
BV1kS4y1d7DY 你以为只是失误，其实是它算计好的...果然吃货智商高！
BV1Ef4y1E7P6 你们的不经意毁掉了我所有的温柔
BV1SU4y1F7Zz 捡到小黑狗三年了，遗弃它的人肯定会后悔的。
BV1qS4y197dr 捡到两只狗的成长之路，岁月是把杀猪刀
BV1mh411t7Cn 狗狗：感谢B站活动寄来的狗碗，我们终于换新碗干饭啦！
BV1qf4y1w7Yj 今天给狗狗做的鸡肉团子，还有烤鸭哦，一起吃的饱饱哒，我们入住哔哩哔哩啦，本站唯一号码，我们是原版哦，谢谢大家喜欢我的狗狗们！
BV1tb4y1y725 自从养了狗，吃棒棒糖就没有吃到过2秒钟以上
BV1sM4y137Eq 教了聪明的狗狗弹钢琴的方法
BV1N44y1b7YL 小狗突然被大狗吓到休克，主人立马进行抢救，“肇事者”反应亮了
BV1H44y1e7R3 我在送快递的途中交到的朋友
BV1Gq4y1f7ya 铲屎官小知识犬界第一饭桶拉布拉多宠物知识科普
BV1mL4y1h7jU 主人睡着后，二哈会来偷吃主人手里的食物吗
BV1dQ4y1k73C 嘴巴到底能塞多长的东西
BV1HQ4y1k76c 主人苦寻狗狗未果，沮丧低头现无辜狗脸，主人一巴掌狗狗表情亮了
BV1x44y1Y7Nh 两天一箱肉，快养不起啦，
BV1jQ4y1C7e8 伟大的服务犬GEVIN
BV16Q4y1r7bi 没事就得带狗多出去走走吃点东西。。
BV1PL411G7vY 接下来的日子，衣服多穿一点，照顾好自己
BV1uq4y1k7LT 柯基：腿淹不怕，看我电动小马达爆冲！
BV1uq4y1S7vr 叫我的狗勾给我带“anything”
BV1d34y1D7aj 彻底崩溃了二胎家庭引以为戒
BV1Vf4y1u7ZH 男女主人分房睡，狗狗会跟谁？小泰迪的狗生难题！
BV1a34y1Z7o7 今天给大家带来汪汪队蹲大牢环节～
BV1Ng411F7Fi 昨天露营感觉一直在拆帐篷装帐篷，都没时间拍视频，将就一期
BV1vF411e7YD 小狗狗居然给我演示怎么偷菜吃？！
BV1tu411o7g7 狗窝又升级啦，除了装了空调以外，这次我又给狗子加了新玩意！你们说还缺啥？？？
BV1QY411x7sk 妈妈的好大儿（没嘴就行）
BV1Zv411w7Cu 妈妈的好大儿（二手小孩）
BV1hQ4y1z7sc 作为犬界烧钱小能手，养古牧的人非富即贵，古代牧羊犬知识解答
BV1zL411t7CV 当金毛看到大德牧，直接懵逼了：这是什么新品种的兔子？
BV1xr4y127M1 “有的狗天生就是主角”
BV1RM4y1G723 妈妈的好大儿（犟嘴之王）
BV1zq4y157Eo 一场突如其来的意外，让这个原本不富裕的家庭雪上加霜
BV1qb4y1h7ZB 哈士奇混进狼群会被发现吗？
BV1yf4y1K7ca 一洗澡就面壁思过的狗子，经典画面重现，怎么哄都抵挡不住它的忧伤
BV16q4y157hu 太信任开开了，对它卸下防备，万万没想到开开突然暴怒，还好有口罩，不然手指不保。训练之路道阻且长。
BV1o44y1v7TG 这个小东西就是新来的？
BV11Q4y1X7DD 你的不经意毁掉了我所有温柔
BV15v411374f 妈妈的好大儿（给八减肥）
BV1fg411c7xE 小狗狗终于和偶像合上影啦！！
BV1Wq4y1R79R 哈哈哈哈哈哈把做贼心虚演绎到淋漓尽致了。。
BV1Tq4y1V7Xt 你丢弃的玩具，可能是流浪狗的宝贝！
BV1kq4y1d7Ky 小狗对着我护食，我觉得直接揍它，结局大快人心
BV1uQ4y1U7R8 自产自销了！因家里狗狗经常放屁，男子给其做了一个简易装置
BV1cM4y1G79i 知道我为什么消失了吗，去屠了个龙～
BV19Q4y1m79s 到点网抑云了，狗生百态
BV1Nb4y1B7a7 隔壁狗子好不容易出来一次，被欺负成这样
BV1Zr4y117NA 妈妈的好大儿（无辜阿妈）
BV1Sg411P7mh 狗:做狗这一点还是要跟你学习
BV1aU4y1w7Pt 养大型犬坐电梯时能有多卑微
BV1MR4y1p7r4 从相亲相爱到相侵相碍只需要一瞬间
BV15341117xw 繁育仅仅40年的犬种，身价却高达百万，犬种爱马仕恶霸犬登场
BV1qM4y1P7wT 英雄狗狗好样的，是也界上最美的警犬！[
BV1hL4y1h7ED 酸了！国外小哥家中超粘人的大金毛处处跟着，连睡觉都要连哄带抱
BV1QY411x775 你也太凶了吧，抱歉我没能救你
BV1oq4y1r7pK 让你们看看我最帅的样子
